conf,matched_queries,title,citation_count,abstract,categories,concepts,code_url,pdf_url,authors,doi
IJCV2025,,Structured Generative Models for Scene Understanding.,-1,,,,,,Christopher K. I. Williams,
IJCV2025,,Relation-Guided Adversarial Learning for Data-Free Knowledge Transfer.,-1,,,,,,"Yingping Liang,Ying Fu",
IJCV2025,,Hyper-3DG: Text-to-3D Gaussian Generation via Hypergraph.,-1,,,,,,"Donglin Di,Jiahui Yang,Chaofan Luo,Zhou Xue,Wei Chen,Xun Yang,Yue Gao",
IJCV2025,,Beyond Talking - Generating Holistic 3D Human Dyadic Motion for Communication.,-1,,,,,,"Mingze Sun,Chao Xu,Xinyu Jiang,Yang Liu,Baigui Sun,Ruqi Huang",
IJCV2025,,Hard-Normal Example-Aware Template Mutual Matching for Industrial Anomaly Detection.,-1,,,,,,"Zixuan Chen,Xiaohua Xie,Lingxiao Yang,Jian-Huang Lai",
IJCV2025,,Learning Discriminative Features for Visual Tracking via Scenario Decoupling.,-1,,,,,,"Yinchao Ma,Qianjin Yu,Wenfei Yang,Tianzhu Zhang,Jinpeng Zhang",
IJCV2025,,Polynomial Implicit Neural Framework for Promoting Shape Awareness in Generative Models.,-1,,,,,,"Utkarsh Nath,Rajhans Singh,Ankita Shukla,Kuldeep Kulkarni,Pavan K. Turaga",
IJCV2025,,Deep Attention Learning for Pre-operative Lymph Node Metastasis Prediction in Pancreatic Cancer via Multi-object Relationship Modeling.,-1,,,,,,"Zhilin Zheng,Xu Fang,Jiawen Yao,Mengmeng Zhu,Le Lu,Yu Shi,Hong Lu,Jianping Lu,Ling Zhang,Chengwei Shao,Yun Bian",
IJCV2025,,Noise-Resistant Multimodal Transformer for Emotion Recognition.,-1,,,,,,"Yuanyuan Liu,Haoyu Zhang,Yibing Zhan,Zijing Chen,Guanghao Yin,Lin Wei,Zhe Chen",
IJCV2025,,FusionBooster: A Unified Image Fusion Boosting Paradigm.,-1,,,,,,"Chunyang Cheng,Tianyang Xu,Xiaojun Wu,Hui Li,Xi Li,Josef Kittler",
IJCV2025,,LaVie: High-Quality Video Generation with Cascaded Latent Diffusion Models.,-1,,,,,,"Yaohui Wang,Xinyuan Chen,Xin Ma,Shangchen Zhou,Ziqi Huang,Yi Wang,Ceyuan Yang,Yinan He,Jiashuo Yu,Peiqing Yang,Yuwei Guo,Tianxing Wu,Chenyang Si,Yuming Jiang,Cunjian Chen,Chen Change Loy,Bo Dai,Dahua Lin,Yu Qiao,Ziwei Liu",
IJCV2025,,Guest Editorial: Special Issue on Multimodal Learning.,-1,,,,,,"Michael Ying Yang,Paolo Rota,Massimiliano Mancini,Pietro Morerio,Bodo Rosenhahn,Vittorio Murino",
IJCV2025,,AutoStory: Generating Diverse Storytelling Images with Minimal Human Efforts.,-1,,,,,,"Wen Wang,Canyu Zhao,Hao Chen,Zhekai Chen,Kecheng Zheng,Chunhua Shen",
IJCV2025,,SLIDE: A Unified Mesh and Texture Generation Framework with Enhanced Geometric Control and Multi-view Consistency.,-1,,,,,,"Jinyi Wang,Zhaoyang Lyu,Ben Fei,Jiangchao Yao,Ya Zhang,Bo Dai,Dahua Lin,Ying He,Yanfeng Wang",
IJCV2025,,Exploring Homogeneous and Heterogeneous Consistent Label Associations for Unsupervised Visible-Infrared Person ReID.,-1,,,,,,"Lingfeng He,De Cheng,Nannan Wang,Xinbo Gao",
IJCV2025,,AniClipart: Clipart Animation with Text-to-Video Priors.,-1,,,,,,"Ronghuan Wu,Wanchao Su,Kede Ma,Jing Liao",
IJCV2025,,Combating Label Noise with a General Surrogate Model for Sample Selection.,-1,,,,,,"Chao Liang,Linchao Zhu,Humphrey Shi,Yi Yang",
IJCV2025,,CSFRNet: Integrating Clothing Status Awareness for Long-Term Person Re-identification.,-1,,,,,,"Yan Huang,Yan Huang,Zhang Zhang,Qiang Wu,Yi Zhong,Liang Wang",
IJCV2025,,Pseudo-Plane Regularized Signed Distance Field for Neural Indoor Scene Reconstruction.,-1,,,,,,"Jing Li,Jinpeng Yu,Ruoyu Wang,Shenghua Gao",
IJCV2025,,RepSNet: A Nucleus Instance Segmentation Model Based on Boundary Regression and Structural Re-Parameterization.,-1,,,,,,"Shengchun Xiong,Xiangru Li,Yunpeng Zhong,Wanfen Peng",
IJCV2025,,Blind Image Quality Assessment: Exploring Content Fidelity Perceptibility via Quality Adversarial Learning.,-1,,,,,,"Mingliang Zhou,Wenhao Shen,Xuekai Wei,Jun Luo,Fan Jia,Xu Zhuang,Weijia Jia",
IJCV2025,,HUPE: Heuristic Underwater Perceptual Enhancement with Semantic Collaborative Learning.,-1,,,,,,"Zengxi Zhang,Zhiying Jiang,Long Ma,Jinyuan Liu,Xin Fan,Risheng Liu",
IJCV2025,,Robust Sequential DeepFake Detection.,-1,,,,,,"Rui Shao,Tianxing Wu,Ziwei Liu",
IJCV2025,,PICK: Predict and Mask for Semi-supervised Medical Image Segmentation.,-1,,,,,,"Qingjie Zeng,Zilin Lu,Yutong Xie,Yong Xia",
IJCV2025,,Relation-Guided Versatile Regularization for Federated Semi-Supervised Learning.,-1,,,,,,"Qiushi Yang,Zhen Chen,Zhe Peng,Yixuan Yuan",
IJCV2025,,General Class-Balanced Multicentric Dynamic Prototype Pseudo-Labeling for Source-Free Domain Adaptation.,-1,,,,,,"Sanqing Qu,Guang Chen,Jing Zhang,Zhijun Li,Wei He,Dacheng Tao",
IJCV2025,,Delving Deep into Simplicity Bias for Long-Tailed Image Recognition.,-1,,,,,,"Xiu-Shen Wei,Xuhao Sun,Yang Shen,Peng Wang",
IJCV2025,,Context-Aware Multi-view Stereo Network for Efficient Edge-Preserving Depth Estimation.,-1,,,,,,"Wanjuan Su,Wenbing Tao",
IJCV2025,,LDTrack: Dynamic People Tracking by Service Robots Using Diffusion Models.,-1,,,,,,"Angus Fung,Beno Benhabib,Goldie Nejat",
IJCV2025,,Learning Meshing from Delaunay Triangulation for 3D Shape Representation.,-1,,,,,,"Chen Zhang,Wenbing Tao",
IJCV2025,,RIGID: Recurrent GAN Inversion and Editing of Real Face Videos and Beyond.,-1,,,,,,"Yangyang Xu,Shengfeng He,Kwan-Yee K. Wong,Ping Luo",
IJCV2025,,UniCanvas: Affordance-Aware Unified Real Image Editing via Customized Text-to-Image Generation.,-1,,,,,,"Jian Jin,Yang Shen,Xinyang Zhao,Zhenyong Fu,Jian Yang",
IJCV2025,,Generalized Robot Vision-Language Model via Linguistic Foreground-Aware Contrast.,-1,,,,,,"Kangcheng Liu,Chaoqun Wang,Xiaodong Han,Yong-Jin Liu,Baoquan Chen",
IJCV2025,,Unsupervised Semantic Segmentation of Urban Scenes via Cross-Modal Distillation.,-1,,,,,,"Antonín Vobecký,David Hurych,Oriane Siméoni,Spyros Gidaris,Andrei Bursuc,Patrick Pérez,Josef Sivic",
IJCV2025,,Rethinking Generalizability and Discriminability of Self-Supervised Learning from Evolutionary Game Theory Perspective.,-1,,,,,,"Jiangmeng Li,Zehua Zang,Qirui Ji,Chuxiong Sun,Wenwen Qiang,Junge Zhang,Changwen Zheng,Fuchun Sun,Hui Xiong",
IJCV2025,,Pre-trained Trojan Attacks for Visual Recognition.,-1,,,,,,"Aishan Liu,Xianglong Liu,Xinwei Zhang,Yisong Xiao,Yuguang Zhou,Siyuan Liang,Jiakai Wang,Xiaochun Cao,Dacheng Tao",
IJCV2025,,GL-MCM: Global and Local Maximum Concept Matching for Zero-Shot Out-of-Distribution Detection.,-1,,,,,,"Atsuyuki Miyai,Qing Yu,Go Irie,Kiyoharu Aizawa",
IJCV2025,,A Mutual Supervision Framework for Referring Expression Segmentation and Generation.,-1,,,,,,"Shijia Huang,Feng Li,Hao Zhang,Shilong Liu,Lei Zhang,Liwei Wang",
IJCV2025,,DeepFake-Adapter: Dual-Level Adapter for DeepFake Detection.,-1,,,,,,"Rui Shao,Tianxing Wu,Liqiang Nie,Ziwei Liu",
IJCV2025,,MoonShot: Towards Controllable Video Generation and Editing with Motion-Aware Multimodal Conditions.,-1,,,,,,"David Junhao Zhang,Dongxu Li,Hung Le,Mike Zheng Shou,Caiming Xiong,Doyen Sahoo",
IJCV2025,,SeaFormer++: Squeeze-Enhanced Axial Transformer for Mobile Visual Recognition.,-1,,,,,,"Qiang Wan,Zilong Huang,Jiachen Lu,Gang Yu,Li Zhang",
IJCV2025,,Dual-Space Video Person Re-identification.,-1,,,,,,"Jiaxu Leng,Changjiang Kuang,Shuang Li,Ji Gan,Haosheng Chen,Xinbo Gao",
IJCV2025,,Image Synthesis Under Limited Data: A Survey and Taxonomy.,-1,,,,,,"Mengping Yang,Zhe Wang",
IJCV2025,,Sample-Cohesive Pose-Aware Contrastive Facial Representation Learning.,-1,,,,,,"Yuanyuan Liu,Shaoze Feng,Shuyang Liu,Yibing Zhan,Dapeng Tao,Zijing Chen,Zhe Chen",
IJCV2025,,Learning with Enriched Inductive Biases for Vision-Language Models.,-1,,,,,,"Lingxiao Yang,Ru-Yuan Zhang,Qi Chen,Xiaohua Xie",
IJCV2025,,Self-supervised Shutter Unrolling with Events.,-1,,,,,,"Mingyuan Lin,Yangguang Wang,Xiang Zhang,Boxin Shi,Wen Yang,Chu He,Gui-Song Xia,Lei Yu",
IJCV2025,,TryOn-Adapter: Efficient Fine-Grained Clothing Identity Adaptation for High-Fidelity Virtual Try-On.,-1,,,,,,"Jiazheng Xing,Chao Xu,Yijie Qian,Yang Liu,Guang Dai,Baigui Sun,Yong Liu,Jingdong Wang",
IJCV2025,,Correction: CMAE-3D: Contrastive Masked AutoEncoders for Self-Supervised 3D Object Detection.,-1,,,,,,"Yanan Zhang,Jiaxin Chen,Di Huang",
IJCV2025,,Correction: Deep Attention Learning for Pre-operative Lymph Node Metastasis Prediction in Pancreatic Cancer via Multi-object Relationship Modeling.,-1,,,,,,"Zhilin Zheng,Xu Fang,Jiawen Yao,Mengmeng Zhu,Le Lu,Yu Shi,Hong Lu,Jianping Lu,Ling Zhang,Chengwei Shao,Yun Bian",
IJCV2025,,Correction: Few Annotated Pixels and Point Cloud Based Weakly Supervised Semantic Segmentation of Driving Scenes.,-1,,,,,,"Huimin Ma,Sheng Yi,Shijie Chen,Jiansheng Chen,Yu Wang",
IJCV2025,,DiffuVolume: Diffusion Model for Volume based Stereo Matching.,-1,,,,,,"Dian Zheng,Xiao-Ming Wu,Jingke Meng,Wei-Shi Zheng",
IJCV2025,,Contrastive Decoupled Representation Learning and Regularization for Speech-Preserving Facial Expression Manipulation.,-1,,,,,,"Tianshui Chen,Jianman Lin,Zhijing Yang,Chumei Qing,Yukai Shi,Liang Lin",
IJCV2025,,Towards Boosting Out-of-Distribution Detection from a Spatial Feature Importance Perspective.,-1,,,,,,"Yao Zhu,Xiu Yan,Chuanlong Xie",
IJCV2025,,Learning Structure-Supporting Dependencies via Keypoint Interactive Transformer for General Mammal Pose Estimation.,-1,,,,,,"Tianyang Xu,Jiyong Rao,Xiaoning Song,Zhenhua Feng,Xiaojun Wu",
IJCV2025,,LiDAR-guided Geometric Pretraining for Vision-Centric 3D Object Detection.,-1,,,,,,"Linyan Huang,Huijie Wang,Jia Zeng,Shengchuan Zhang,Liujuan Cao,Junchi Yan,Hongyang Li",
IJCV2025,,Smaller But Better: Unifying Layout Generation with Smaller Large Language Models.,-1,,,,,,"Peirong Zhang,Jiaxin Zhang,Jiahuan Cao,Hongliang Li,Lianwen Jin",
IJCV2025,,An Experimental Study on Exploring Strong Lightweight Vision Transformers via Masked Image Modeling Pre-training.,-1,,,,,,"Jin Gao,Shubo Lin,Shaoru Wang,Yutong Kou,Zeming Li,Liang Li,Congxuan Zhang,Xiaoqin Zhang,Yizheng Wang,Weiming Hu",
IJCV2025,,Fusion4DAL: Offline Multi-modal 3D Object Detection for 4D Auto-labeling.,-1,,,,,,"Zhiyuan Yang,Xuekuan Wang,Wei Zhang,Xiao Tan,Jincheng Lu,Jingdong Wang,Errui Ding,Cairong Zhao",
IJCV2025,,VideoQA in the Era of LLMs: An Empirical Study.,-1,,,,,,"Junbin Xiao,Nanxin Huang,Hangyu Qin,Dongyang Li,Yicong Li,Fengbin Zhu,Zhulin Tao,Jianxing Yu,Liang Lin,Tat-Seng Chua,Angela Yao",
IJCV2025,,VL-Trojan: Multimodal Instruction Backdoor Attacks against Autoregressive Visual Language Models.,-1,,,,,,"Jiawei Liang,Siyuan Liang,Aishan Liu,Xiaochun Cao",
IJCV2025,,Consistent Prompt Tuning for Generalized Category Discovery.,-1,,,,,,"Muli Yang,Jie Yin,Yanan Gu,Cheng Deng,Hanwang Zhang,Hongyuan Zhu",
IJCV2025,,Instance-Level Moving Object Segmentation from a Single Image with Events.,-1,,,,,,"Zhexiong Wan,Bin Fan,Le Hui,Yuchao Dai,Gim Hee Lee",
IJCV2025,,"Imbuing, Enrichment and Calibration: Leveraging Language for Unseen Domain Extension.",-1,,,,,,"Chenyi Jiang,Jianqin Zhao,Jingjing Deng,Zechao Li,Haofeng Zhang",
IJCV2025,,Image Matting and 3D Reconstruction in One Loop.,-1,,,,,,"Xinshuang Liu,Siqi Li,Yue Gao",
IJCV2025,,Bootstrapping Vision-Language Models for Frequency-Centric Self-Supervised Remote Physiological Measurement.,-1,,,,,,"Zijie Yue,Miaojing Shi,Hanli Wang,Shuai Ding,Qijun Chen,Shanlin Yang",
IJCV2025,,Continual Test-Time Adaptation for Single Image Defocus Deblurring via Causal Siamese Networks.,-1,,,,,,"Shuang Cui,Yi Li,Jiangmeng Li,Xiongxin Tang,Bing Su,Fanjiang Xu,Hui Xiong",
IJCV2025,,Deep Convolutional Neural Network Enhanced Non-uniform Fast Fourier Transform for Undersampled MRI Reconstruction.,-1,,,,,,"Yuze Li,Haikun Qi,Zhangxuan Hu,Haozhong Sun,Guangqi Li,Zhe Zhang,Yilong Liu,Hua Guo,Huijun Chen",
IJCV2025,,Swap Attention in Spatiotemporal Diffusions for Text-to-Video Generation.,-1,,,,,,"Wenjing Wang,Huan Yang,Zixi Tuo,Huiguo He,Junchen Zhu,Jianlong Fu,Jiaying Liu",
IJCV2025,,Informative Scene Graph Generation via Debiasing.,-1,,,,,,"Lianli Gao,Xinyu Lyu,Yuyu Guo,Yuxuan Hu,Yuan-Fang Li,Xu Lu,Heng Tao Shen,Jingkuan Song",
IJCV2025,,DustNet++: Deep Learning-Based Visual Regression for Dust Density Estimation.,-1,,,,,,"Andreas Michel,Martin Weinmann,Jannick Kuester,Faisal Alnasser,Tomas Gomez,Mark Falvey,Rainer Schmitz,Wolfgang Middelmann,Stefan Hinz",
IJCV2025,,A Survey on Deep Stereo Matching in the Twenties.,-1,,,,,,"Fabio Tosi,Luca Bartolomei,Matteo Poggi",
IJCV2025,,Fg-T2M++: LLMs-Augmented Fine-Grained Text Driven Human Motion Generation.,-1,,,,,,"Yin Wang,Mu Li,Jiapeng Liu,Zhiying Leng,Frederick W. B. Li,Ziyao Zhang,Xiaohui Liang",
IJCV2025,,Realistic Evaluation of Deep Active Learning for Image Classification and Semantic Segmentation.,-1,,,,,,"Sudhanshu Mittal,Joshua Niemeijer,Özgün Çiçek,Maxim Tatarchenko,Jan Ehrhardt,Jörg P. Schäfer,Heinz Handels,Thomas Brox",
IJCV2025,,On the Trustworthiness Landscape of State-of-the-art Generative Models: A Survey and Outlook.,-1,,,,,,"Mingyuan Fan,Chengyu Wang,Cen Chen,Yang Liu,Jun Huang",
IJCV2025,,LMD: Light-Weight Prediction Quality Estimation for Object Detection in Lidar Point Clouds.,-1,,,,,,"Tobias Riedlinger,Marius Schubert,Sarina Penquitt,Jan-Marcel Kezmann,Pascal Colling,Karsten Kahl,Lutz Roese-Koerner,Michael Arnold,Urs Zimmermann,Matthias Rottmann",
IJCV2025,,Unknown Support Prototype Set for Open Set Recognition.,-1,,,,,,"Guosong Jiang,Pengfei Zhu,Bing Cao,Dongyue Chen,Qinghua Hu",
IJCV2025,,LaMD: Latent Motion Diffusion for Image-Conditional Video Generation.,-1,,,,,,"Yaosi Hu,Zhenzhong Chen,Chong Luo",
IJCV2025,,METS: Motion-Encoded Time-Surface for Event-Based High-Speed Pose Tracking.,-1,,,,,,"Ninghui Xu,Lihui Wang,Zhiting Yao,Takayuki Okatani",
IJCV2025,,Deep Hierarchical Learning for 3D Semantic Segmentation.,-1,,,,,,"Chongshou Li,Yuheng Liu,Xinke Li,Yuning Zhang,Tianrui Li,Junsong Yuan",
IJCV2025,,UMSCS: A Novel Unpaired Multimodal Image Segmentation Method Via Cross-Modality Generative and Semi-supervised Learning.,-1,,,,,,"Feiyang Yang,Xiongfei Li,Bo Wang,Peihong Teng,Guifeng Liu",
IJCV2025,,Temporal Transductive Inference for Few-Shot Video Object Segmentation.,-1,,,,,,Mennatullah Siam,
IJCV2025,,Part-Whole Relational Fusion Towards Multi-Modal Scene Understanding.,-1,,,,,,"Yi Liu,Chengxin Li,Shoukun Xu,Jungong Han",
IJCV2025,,Semantics-Conditioned Generative Zero-Shot Learning via Feature Refinement.,-1,,,,,,"Shiming Chen,Ziming Hong,Xinge You,Ling Shao",
IJCV2025,,Investigating Self-Supervised Methods for Label-Efficient Learning.,-1,,,,,,"Srinivasa Rao Nandam,Sara Atito,Zhenhua Feng,Josef Kittler,Muhammad Awais",
IJCV2025,,UniFace++: Revisiting a Unified Framework for Face Reenactment and Swapping via 3D Priors.,-1,,,,,,"Chao Xu,Yijie Qian,Shaoting Zhu,Baigui Sun,Jian Zhao,Yong Liu,Xuelong Li",
IJCV2025,,Attribute-Centric Compositional Text-to-Image Generation.,-1,,,,,,"Yuren Cong,Martin Renqiang Min,Li Erran Li,Bodo Rosenhahn,Michael Ying Yang",
IJCV2025,,Exemplar-Free Continual Learning of Vision Transformers via Gated Class-Attention and Cascaded Feature Drift Compensation.,-1,,,,,,"Marco Cotogni,Fei Yang,Claudio Cusano,Andrew D. Bagdanov,Joost van de Weijer",
IJCV2025,,Parameter Efficient Fine-Tuning for Multi-modal Generative Vision Models with Möbius-Inspired Transformation.,-1,,,,,,"Haoran Duan,Shuai Shao,Bing Zhai,Tejal Shah,Jungong Han,Rajiv Ranjan",
IJCV2025,,Expressive Image Generation and Editing with Rich Text.,-1,,,,,,"Songwei Ge,Taesung Park,Jun-Yan Zhu,Jia-Bin Huang",
IJCV2025,,Multi-Source Domain Adaptation by Causal-Guided Adaptive Multimodal Diffusion Networks.,-1,,,,,,"Ziyun Cai,Yawen Huang,Tengfei Zhang,Yefeng Zheng,Dong Yue",
IJCV2025,,Multi-Text Guidance Is Important: Multi-Modality Image Fusion via Large Generative Vision-Language Model.,-1,,,,,,"Zeyu Wang,Libo Zhao,Jizheng Zhang,Rui Song,Haiyu Song,Jiana Meng,Shidong Wang",
IJCV2025,,Not All Pixels are Equal: Learning Pixel Hardness for Semantic Segmentation.,-1,,,,,,"Xin Xiao,Daiguo Zhou,Jiagao Hu,Yi Hu,Yongchao Xu",
IJCV2025,,Fusion for Visual-Infrared Person ReID in Real-World Surveillance Using Corrupted Multimodal Data.,-1,,,,,,"Arthur Josi,Mahdi Alehdaghi,Rafael M. O. Cruz,Eric Granger",
IJCV2025,,"A Solution to Co-occurrence Bias in Pedestrian Attribute Recognition: Theory, Algorithms, and Improvements.",-1,,,,,,"Yibo Zhou,Hai-Miao Hu,Jinzuo Yu,Haotian Wu,Shiliang Pu,Hanzi Wang",
IJCV2025,,Learning to Generalize Heterogeneous Representation for Cross-Modality Image Synthesis via Multiple Domain Interventions.,-1,,,,,,"Yawen Huang,Huimin Huang,Hao Zheng,Yuexiang Li,Feng Zheng,Xiantong Zhen,Yefeng Zheng",
IJCV2025,,LR-ASD: Lightweight and Robust Network for Active Speaker Detection.,-1,,,,,,"Junhua Liao,Haihan Duan,Kanghui Feng,Wanbing Zhao,Yanbing Yang,Liangyin Chen,Yanru Chen",
IJCV2025,,PointSea: Point Cloud Completion via Self-structure Augmentation.,-1,,,,,,"Zhe Zhu,Honghua Chen,Xing He,Mingqiang Wei",
IJCV2025,,Fully Decoupled End-to-End Person Search: An Approach without Conflicting Objectives.,-1,,,,,,"Pengcheng Zhang,Xiaohan Yu,Xiao Bai,Jin Zheng,Xin Ning,Edwin R. Hancock",
IJCV2025,,CT3D++: Improving 3D Object Detection with Keypoint-Induced Channel-wise Transformer.,-1,,,,,,"Hualian Sheng,Sijia Cai,Na Zhao,Bing Deng,Qiao Liang,Min-Jian Zhao,Jieping Ye",
IJCV2025,,Preconditioned Score-Based Generative Models.,-1,,,,,,"Hengyuan Ma,Xiatian Zhu,Jianfeng Feng,Li Zhang",
IJCV2025,,FlowSDF: Flow Matching for Medical Image Segmentation Using Distance Transforms.,-1,,,,,,"Lea Bogensperger,Dominik Narnhofer,Alexander Falk,Konrad Schindler,Thomas Pock",
IJCV2025,,Camouflaged Object Detection with Adaptive Partition and Background Retrieval.,-1,,,,,,"Bowen Yin,Xuying Zhang,Li Liu,Ming-Ming Cheng,Yongxiang Liu,Qibin Hou",
IJCV2025,,LaneCorrect: Self-Supervised Lane Detection.,-1,,,,,,"Ming Nie,Xinyue Cai,Hang Xu,Li Zhang",
IJCV2025,,ScenarioDiff: Text-to-video Generation with Dynamic Transformations of Scene Conditions.,-1,,,,,,"Yipeng Zhang,Xin Wang,Hong Chen,Chenyang Qin,Yibo Hao,Hong Mei,Wenwu Zhu",
IJCV2025,,Pre-training for Action Recognition with Automatically Generated Fractal Datasets.,-1,,,,,,"Davyd Svyezhentsev,George Retsinas,Petros Maragos",
IJCV2025,,$\hbox {I}^2$MD: 3D Action Representation Learning with Inter- and Intra-Modal Mutual Distillation.,-1,,,,,,"Yunyao Mao,Jiajun Deng,Wengang Zhou,Zhenbo Lu,Wanli Ouyang,Houqiang Li",
IJCV2025,,Guest Editorial: Special Issue on Large-Scale Generative Models for Content Creation and Manipulation.,-1,,,,,,"Shengfeng He,Lin Gao,Hongbo Fu,Varun Jampani,Lu Jiang,Ming-Hsuan Yang",
IJCV2025,,Guest Editorial: Special Issue on Biometrics Security and Privacy.,-1,,,,,,"Jun Wan,Arun Ross,Sergio Escalera",
IJCV2025,,Correction: SplitNet: Learnable Clean-Noisy Label Splitting for Learning with Noisy Labels.,-1,,,,,,"Daehwan Kim,Kwangrok Ryoo,Hansang Cho,Seungryong Kim",
IJCV2025,,Correction: Generalized Robot Vision-Language Model via Linguistic Foreground-Aware Contrast.,-1,,,,,,"Kangcheng Liu,Chaoqun Wang,Xiaodong Han,Yong-Jin Liu,Baoquan Chen",
IJCV2025,,"A Survey of Representation Learning, Optimization Strategies, and Applications for Omnidirectional Vision.",-1,,,,,,"Hao Ai,Zidong Cao,Lin Wang",
IJCV2025,,A Closer Look at Benchmarking Self-supervised Pre-training with Image Classification.,-1,,,,,,"Markus Marks,Manuel Knott,Neehar Kondapaneni,Elijah Cole,Thijs Defraeye,Fernando Pérez-Cruz,Pietro Perona",
IJCV2025,,Advances in 3D Neural Stylization: A Survey.,-1,,,,,,"Yingshu Chen,Guocheng Shao,Ka-Chun Shum,Binh-Son Hua,Sai-Kit Yeung",
IJCV2025,,Animal-CLIP: A Dual-Prompt Enhanced Vision-Language Model for Animal Action Recognition.,-1,,,,,,"Yinuo Jing,Kongming Liang,Ruxu Zhang,Hao Sun,Yongxiang Li,Zhongjiang He,Zhanyu Ma",
IJCV2025,,Diffusion-Enhanced Test-Time Adaptation with Text and Image Augmentation.,-1,,,,,,"Chun-Mei Feng,Yuanyang He,Jian Zou,Salman H. Khan,Huan Xiong,Zhen Li,Wangmeng Zuo,Rick Siow Mong Goh,Yong Liu",
IJCV2025,,NU-AIR: A Neuromorphic Urban Aerial Dataset for Detection and Localization of Pedestrians and Vehicles.,-1,,,,,,"Craig Iaboni,Thomas Kelly,Pramod Abichandani",
IJCV2025,,Free Lunch to Meet the Gap: Intermediate Domain Reconstruction for Cross-Domain Few-Shot Learning.,-1,,,,,,"Tong Zhang,Yifan Zhao,Liangyu Wang,Jia Li",
IJCV2025,,Segment Anything in 3D with Radiance Fields.,-1,,,,,,"Jiazhong Cen,Jiemin Fang,Zanwei Zhou,Chen Yang,Lingxi Xie,Xiaopeng Zhang,Wei Shen,Qi Tian",
IJCV2025,,SimZSL: Zero-Shot Learning Beyond a Pre-defined Semantic Embedding Space.,-1,,,,,,"Mina Ghadimi Atigh,Stephanie Nargang,Martin Keller-Ressel,Pascal Mettes",
IJCV2025,,AvatarStudio: High-Fidelity and Animatable 3D Avatar Creation from Text.,-1,,,,,,"Xuanmeng Zhang,Jianfeng Zhang,Chenxu Zhang,Jun Hao Liew,Huichao Zhang,Yi Yang,Jiashi Feng",
IJCV2025,,Creatively Upscaling Images with Global-Regional Priors.,-1,,,,,,"Yurui Qian,Qi Cai,Yingwei Pan,Ting Yao,Tao Mei",
IJCV2025,,A Fast and Lightweight 3D Keypoint Detector.,-1,,,,,,"Chengzhuan Yang,Qian Yu,Hui Wei,Fei Wu,Yunliang Jiang,Zhonglong Zheng,Ming-Hsuan Yang",
IJCV2025,,D3T: Dual-Domain Diffusion Transformer in Triplanar Latent Space for 3D Incomplete-View CT Reconstruction.,-1,,,,,,"Xuhui Liu,Hong Li,Zhi Qiao,Yawen Huang,Xi Liu,Juan Zhang,Zhen Qian,Xiantong Zhen,Baochang Zhang",
IJCV2025,,C2RF: Bridging Multi-modal Image Registration and Fusion via Commonality Mining and Contrastive Learning.,-1,,,,,,"Linfeng Tang,Qinglong Yan,Xinyu Xiang,Leyuan Fang,Jiayi Ma",
IJCV2025,,SwinTextSpotter v2: Towards Better Synergy for Scene Text Spotting.,-1,,,,,,"Mingxin Huang,Dezhi Peng,Hongliang Li,Zhenghao Peng,Chongyu Liu,Dahua Lin,Yuliang Liu,Xiang Bai,Lianwen Jin",
IJCV2025,,Effectively Leveraging CLIP for Generating Situational Summaries of Images and Videos.,-1,,,,,,"Dhruv Verma,Debaditya Roy,Basura Fernando",
IJCV2025,,P2P: Part-to-Part Motion Cues Guide a Strong Tracking Framework for LiDAR Point Clouds.,-1,,,,,,"Jiahao Nie,Fei Xie,Sifan Zhou,Xueyi Zhou,Dong-Kyu Chae,Zhiwei He",
IJCV2025,,DocScanner: Robust Document Image Rectification with Progressive Learning.,-1,,,,,,"Hao Feng,Wengang Zhou,Jiajun Deng,Qi Tian,Houqiang Li",
IJCV2025,,A2 M2-Net: Adaptively Aligned Multi-scale Moment for Few-Shot Action Recognition.,-1,,,,,,"Zilin Gao,Qilong Wang,Bingbing Zhang,Qinghua Hu,Peihua Li",
IJCV2025,,HiLM-D: Enhancing MLLMs with Multi-scale High-Resolution Details for Autonomous Driving.,-1,,,,,,"Xinpeng Ding,Jianhua Han,Hang Xu,Wei Zhang,Xiaomeng Li",
IJCV2025,,Data-Adaptive Weight-Ensembling for Multi-task Model Fusion.,-1,,,,,,"Anke Tang,Li Shen,Yong Luo,Shiwei Liu,Han Hu,Bo Du,Dacheng Tao",
IJCV2025,,Paragraph-to-Image Generation with Information-Enriched Diffusion Model.,-1,,,,,,"Weijia Wu,Zhuang Li,Yefei He,Mike Zheng Shou,Chunhua Shen,Lele Cheng,Yan Li,Tingting Gao,Di Zhang",
IJCV2025,,Image Captions are Natural Prompts for Training Data Synthesis.,-1,,,,,,"Shiye Lei,Hao Chen,Sen Zhang,Bo Zhao,Dacheng Tao",
IJCV2025,,An Information Theory-Inspired Strategy for Automated Network Pruning.,-1,,,,,,"Xiawu Zheng,Yuexiao Ma,Teng Xi,Gang Zhang,Errui Ding,Yuchao Li,Jie Chen,Yonghong Tian,Rongrong Ji",
IJCV2025,,RGB-D Visual Perception for Occluded Scenes via Event Camera.,-1,,,,,,"Si-Qi Li,Zongze Wu,Yipeng Li,Zhou Xue,Yu-Shen Liu,Yue Gao",
